sample_id,a_min_nominal_mm,a_throat_actual_mm,b_rib_mm,N_channels,tw_inner_mm,a1_chamber_mm,a2_exit_mm,h_min_throat_mm,h1_chamber_mm,h2_exit_mm,AR_chamber,AR_throat,AR_exit,t_jacket_mm,t_total_mm,T_in_K,P_in_bar,Tc_out_K,Pc_exit_bar,Delta_P_bar,Twg_max_K,Twc_max_K,status,Material,Power
sample_122,1.4381,1.4777,2.6981,98,2.7815,6.16,20.1733,11.7913,4.6773,15.6629,0.759,7.98,0.776,5.43,20.0,30.0,55.0,228.66,54.35,0.65,766.5,600.34,SUCCESS,fail,pass
sample_123,1.0913,1.0978,2.2292,123,0.7963,4.8284,15.9935,3.2782,2.9354,12.8798,0.608,2.986,0.805,15.93,20.0,30.0,55.0,247.89,48.09,6.91,437.45,394.47,SUCCESS,pass,pass
sample_124,2.5893,2.6275,2.4246,81,2.8894,8.2926,25.2469,6.4512,8.6142,22.9178,1.039,2.455,0.908,10.66,20.0,30.0,55.0,217.86,54.68,0.32,844.24,680.93,SUCCESS,fail,pass
sample_125,1.9563,1.9754,1.3516,123,2.7117,5.706,16.8711,10.9858,6.4716,5.2974,1.134,5.561,0.314,6.3,20.0,30.0,55.0,230.32,54.72,0.28,866.03,699.5,SUCCESS,fail,pass
sample_126,2.733,2.7804,1.9233,87,1.4041,8.0548,23.8399,14.5959,4.9065,16.8692,0.609,5.25,0.708,4.0,20.0,30.0,55.0,216.95,54.83,0.17,1014.05,934.88,SUCCESS,fail,pass
sample_127,1.2322,1.2435,1.6182,143,1.727,4.4524,14.0559,9.7641,2.4859,12.2741,0.558,7.852,0.873,8.51,20.0,30.0,55.0,240.85,53.38,1.62,649.18,529.77,SUCCESS,pass,pass
sample_128,2.9076,2.9188,1.7848,87,2.6916,8.1932,23.9783,6.836,5.7782,13.8635,0.705,2.342,0.578,10.47,20.0,30.0,55.0,222.15,54.7,0.3,890.01,726.91,SUCCESS,fail,pass
sample_129,1.3157,1.3227,1.4237,149,0.6649,4.4024,13.6192,5.7521,5.732,12.7171,1.302,4.349,0.934,13.58,20.0,30.0,55.0,244.15,53.69,1.31,524.19,481.99,SUCCESS,pass,pass
sample_130,1.7873,1.793,1.0488,144,2.7657,4.9796,14.5164,8.4927,6.1276,11.6248,1.231,4.737,0.801,8.74,20.0,30.0,55.0,232.96,54.6,0.4,799.1,622.79,SUCCESS,fail,pass
sample_131,1.4183,1.4192,0.8798,178,2.3604,3.9971,11.7123,10.5319,2.0686,10.5766,0.518,7.421,0.903,7.11,20.0,30.0,55.0,239.38,53.47,1.53,763.78,610.59,SUCCESS,fail,pass
sample_132,1.8582,1.8693,2.0281,105,1.941,6.2394,19.3185,4.9077,9.059,11.8284,1.452,2.625,0.612,13.15,20.0,30.0,55.0,233.44,54.1,0.9,647.29,569.7,SUCCESS,pass,pass
sample_133,1.5139,1.5471,2.901,92,1.5481,6.5347,21.462,3.2185,6.428,16.4714,0.984,2.08,0.767,15.23,20.0,30.0,55.0,236.25,51.85,3.15,549.16,515.34,SUCCESS,pass,pass
sample_134,0.9831,1.0051,2.3219,123,2.1024,4.7357,15.9008,6.4663,3.2456,4.7782,0.685,6.434,0.301,11.43,20.0,30.0,55.0,244.45,51.66,3.34,567.34,439.57,SUCCESS,pass,pass
sample_135,1.9616,1.9763,1.2715,126,2.2352,5.6181,16.5173,13.539,4.2362,16.0427,0.754,6.851,0.971,4.23,20.0,30.0,55.0,227.82,54.7,0.3,904.72,770.56,SUCCESS,fail,pass
sample_136,2.5414,2.591,2.4611,81,1.7936,8.2561,25.2104,14.2064,6.818,18.8866,0.826,5.483,0.749,4.0,20.0,30.0,55.0,215.05,54.86,0.14,970.0,866.21,SUCCESS,fail,pass
sample_137,2.1221,2.1455,1.8275,103,2.5395,6.6005,19.9336,10.8178,7.7623,7.2206,1.176,5.042,0.362,6.64,20.0,30.0,55.0,226.58,54.75,0.25,866.76,710.75,SUCCESS,fail,pass
sample_138,2.3685,2.3691,1.5657,104,1.2864,6.7813,19.9861,14.7136,7.5233,8.5901,1.109,6.211,0.43,4.0,20.0,30.0,55.0,223.03,54.86,0.14,949.57,874.16,SUCCESS,fail,pass
sample_139,2.8111,2.8699,2.1822,81,0.5069,8.5349,25.4893,8.4982,12.0502,16.6051,1.412,2.961,0.651,10.99,20.0,30.0,55.0,217.78,54.83,0.17,837.19,810.34,SUCCESS,fail,pass
sample_140,0.8908,0.9128,2.8763,108,1.136,5.1615,17.8773,3.6916,6.6919,8.2075,1.296,4.044,0.459,15.17,20.0,30.0,55.0,245.33,46.66,8.34,505.34,483.36,SUCCESS,pass,pass
sample_141,1.5977,1.6002,0.9735,159,2.9185,4.4862,13.1233,5.7616,6.2527,6.3176,1.394,3.6,0.481,11.32,20.0,30.0,55.0,238.79,54.18,0.82,707.1,514.37,SUCCESS,fail,pass
sample_142,1.0251,1.0288,2.5927,113,0.9706,5.0895,17.2427,5.5735,4.5305,8.9961,0.89,5.418,0.522,13.46,20.0,30.0,55.0,244.42,51.5,3.5,496.85,450.39,SUCCESS,pass,pass
sample_143,2.6687,2.6872,1.1373,107,2.3766,6.9757,19.8103,13.6234,6.4115,12.5109,0.919,5.07,0.632,4.0,20.0,30.0,55.0,218.71,54.88,0.12,1062.97,932.73,SUCCESS,fail,pass
sample_144,2.0986,2.1423,2.672,85,1.058,7.5408,23.6973,7.1548,7.8322,8.8519,1.039,3.34,0.374,11.79,20.0,30.0,55.0,230.1,54.49,0.51,699.23,638.83,SUCCESS,pass,pass
sample_145,2.3303,2.3714,2.443,85,0.824,7.7698,23.9263,10.7423,8.4567,20.0625,1.088,4.53,0.839,8.43,20.0,30.0,55.0,220.69,54.8,0.2,819.8,768.5,SUCCESS,fail,pass
sample_146,2.3441,2.4048,2.7105,80,2.1013,8.1406,25.3069,13.1999,11.8518,9.5323,1.456,5.489,0.377,4.7,20.0,30.0,55.0,217.03,54.85,0.15,922.65,807.98,SUCCESS,fail,pass
sample_147,2.6531,2.6769,1.2579,104,2.965,7.0891,20.2939,13.035,6.1515,16.2919,0.868,4.87,0.803,4.0,20.0,30.0,55.0,217.64,54.87,0.13,1056.66,893.63,SUCCESS,fail,pass
sample_148,2.4862,2.4928,2.9635,75,0.8191,8.611,26.9217,11.9013,11.8082,8.311,1.371,4.774,0.309,7.28,20.0,30.0,55.0,219.29,54.83,0.17,856.93,813.82,SUCCESS,fail,pass
sample_149,1.5778,1.5826,2.2064,108,1.496,5.8314,18.5472,4.0259,5.9391,6.2686,1.018,2.544,0.338,14.48,20.0,30.0,55.0,241.9,52.83,2.17,557.61,490.26,SUCCESS,pass,pass
sample_150,1.0809,1.0894,1.2225,177,1.7668,3.6819,11.4407,6.6588,3.9399,7.4587,1.07,6.112,0.652,11.57,20.0,30.0,55.0,245.83,53.22,1.78,575.59,452.85,SUCCESS,pass,pass
sample_151,0.8787,0.8821,1.0125,216,1.0623,3.0065,9.3643,4.6469,1.5293,7.9722,0.509,5.268,0.851,14.29,20.0,30.0,55.0,253.29,46.85,8.15,459.81,381.51,SUCCESS,pass,pass
sample_152,1.946,1.9524,1.0346,137,0.9024,5.3018,15.3259,5.8943,4.2859,8.1209,0.808,3.019,0.53,13.2,20.0,30.0,55.0,240.29,54.28,0.72,658.71,596.56,SUCCESS,pass,pass
sample_153,2.315,2.3283,0.8439,129,2.7152,5.8854,16.5312,13.2848,8.445,9.8412,1.435,5.706,0.595,4.0,20.0,30.0,55.0,221.81,54.88,0.12,1032.99,881.49,SUCCESS,fail,pass
sample_154,2.862,2.9028,1.5941,91,0.5701,7.9453,23.0366,15.4299,5.988,14.8584,0.754,5.315,0.645,4.0,20.0,30.0,55.0,216.51,54.89,0.11,1046.06,1014.42,SUCCESS,fail,pass
sample_155,2.7509,2.7994,2.3806,79,2.1846,8.6078,25.9914,10.7807,9.7038,24.1179,1.127,3.851,0.928,7.03,20.0,30.0,55.0,212.16,54.87,0.13,954.95,829.44,SUCCESS,fail,pass
sample_156,1.783,1.7991,2.7989,89,2.6218,6.9549,22.3853,12.1909,8.0123,10.8126,1.152,6.776,0.483,5.19,20.0,30.0,55.0,224.34,54.66,0.34,821.06,671.13,SUCCESS,fail,pass
sample_157,1.1413,1.149,2.2898,119,1.641,5.0051,16.5454,4.7757,3.4807,13.0539,0.695,4.156,0.789,13.58,20.0,30.0,55.0,242.96,51.58,3.42,527.16,430.87,SUCCESS,pass,pass
sample_158,2.1616,2.1723,1.4173,114,0.6829,6.1975,18.244,4.7606,4.5792,10.2894,0.739,2.191,0.564,14.56,20.0,30.0,55.0,238.89,54.14,0.86,619.29,571.19,SUCCESS,pass,pass
sample_159,1.8848,1.9026,1.8865,108,1.1387,6.1514,18.8672,6.8689,8.1558,16.621,1.326,3.61,0.881,11.99,20.0,30.0,55.0,232.03,54.49,0.51,667.0,597.27,SUCCESS,pass,pass
sample_160,0.9512,0.9611,1.6962,154,2.3949,3.9407,12.8583,6.6795,3.8398,11.9605,0.974,6.95,0.93,10.93,20.0,30.0,55.0,243.45,52.42,2.58,583.98,425.83,SUCCESS,pass,pass
sample_161,1.5294,1.5409,2.6348,98,1.5011,6.2233,20.2366,9.0108,3.6575,15.1036,0.588,5.848,0.746,9.49,20.0,30.0,55.0,233.72,54.03,0.97,665.7,573.0,SUCCESS,pass,pass
sample_162,1.3762,1.3933,1.4885,142,1.3049,4.6248,14.2959,3.8989,2.9029,14.0223,0.628,2.798,0.981,14.8,20.0,30.0,55.0,245.45,52.12,2.88,519.52,427.55,SUCCESS,pass,pass
sample_163,2.9519,3.0024,1.9279,83,2.8724,8.5309,25.0768,13.1276,10.8378,11.3902,1.27,4.372,0.454,4.0,20.0,30.0,55.0,211.52,54.91,0.09,1071.65,914.77,SUCCESS,fail,pass
sample_164,2.0498,2.0557,2.0778,99,2.2972,6.6908,20.5625,6.6995,6.1327,8.6514,0.917,3.259,0.421,11.0,20.0,30.0,55.0,231.81,54.42,0.58,739.71,594.7,SUCCESS,fail,pass
sample_165,1.3423,1.3773,2.4832,106,1.9605,5.7063,18.662,6.1969,6.8726,13.3535,1.204,4.499,0.716,11.84,20.0,30.0,55.0,235.87,53.63,1.37,611.11,510.85,SUCCESS,pass,pass
sample_166,2.959,3.0149,2.9158,69,2.111,9.6652,29.5681,8.1829,7.9662,17.72,0.824,2.714,0.599,9.71,20.0,30.0,55.0,213.73,54.78,0.22,911.2,791.63,SUCCESS,fail,pass
sample_167,0.9615,0.9688,0.9892,209,1.9859,3.1644,9.7352,5.9804,2.1243,4.1346,0.671,6.173,0.425,12.03,20.0,30.0,55.0,249.5,51.26,3.74,560.41,417.65,SUCCESS,pass,pass
sample_168,1.8862,1.9229,1.9744,105,2.7707,6.2931,19.3722,10.3633,8.9941,13.2406,1.429,5.389,0.683,6.87,20.0,30.0,55.0,225.7,54.71,0.29,828.42,661.6,SUCCESS,fail,pass
sample_169,2.5123,2.5434,1.7193,96,0.6718,7.3233,21.6285,15.3282,7.2485,12.3224,0.99,6.027,0.57,4.0,20.0,30.0,55.0,220.11,54.88,0.12,966.25,927.18,SUCCESS,fail,pass
sample_170,2.1563,2.1707,1.0263,128,0.9447,5.7556,16.4845,9.8644,7.3947,15.7892,1.285,4.544,0.958,9.19,20.0,30.0,55.0,228.87,54.79,0.21,830.43,771.16,SUCCESS,fail,pass
sample_171,1.1485,1.1571,2.0907,126,0.5399,4.7989,15.6981,7.2374,5.1187,13.7358,1.067,6.255,0.875,12.22,20.0,30.0,55.0,242.84,53.39,1.61,520.08,486.13,SUCCESS,pass,pass
sample_172,1.381,1.395,2.6972,100,1.8687,5.9837,19.7168,10.0093,3.8599,7.7311,0.645,7.175,0.392,8.12,20.0,30.0,55.0,235.63,53.97,1.03,676.35,563.07,SUCCESS,pass,pass
sample_173,1.7201,1.7365,2.1983,104,2.2339,6.1487,19.3535,11.694,7.6407,6.7502,1.243,6.734,0.349,6.07,20.0,30.0,55.0,229.86,54.64,0.36,789.28,653.15,SUCCESS,fail,pass
sample_174,1.5845,1.5965,1.3905,137,2.261,4.9459,14.97,5.1569,3.7734,7.0874,0.763,3.23,0.473,12.58,20.0,30.0,55.0,241.56,53.6,1.4,640.87,485.31,SUCCESS,pass,pass
sample_175,1.3239,1.331,1.259,158,1.327,4.2352,12.927,3.0107,4.6939,10.6601,1.108,2.262,0.825,15.66,20.0,30.0,55.0,247.19,51.71,3.29,487.01,431.24,SUCCESS,pass,pass
sample_176,2.6972,2.7198,1.8782,89,0.7816,7.8756,23.306,15.2184,4.5752,12.3296,0.581,5.595,0.529,4.0,20.0,30.0,55.0,219.85,54.81,0.19,992.68,947.99,SUCCESS,fail,pass
sample_177,2.4318,2.4378,2.2659,87,2.4216,7.7121,23.4972,8.6115,11.5256,7.6578,1.494,3.533,0.326,8.97,20.0,30.0,55.0,222.96,54.74,0.26,849.7,717.9,SUCCESS,fail,pass
sample_178,0.9097,0.9116,1.5242,168,1.534,3.643,11.8174,2.2047,3.3761,10.9231,0.927,2.419,0.924,16.26,20.0,30.0,55.0,251.29,41.13,13.87,429.8,386.42,SUCCESS,pass,pass
sample_179,2.3385,2.3607,1.5741,104,1.2118,6.7729,19.9778,12.4222,7.8772,12.4717,1.163,5.262,0.624,6.37,20.0,30.0,55.0,223.61,54.84,0.16,898.58,825.42,SUCCESS,fail,pass
sample_180,2.8898,2.9123,0.8767,108,1.4091,7.1611,19.8769,14.5909,9.3783,15.3666,1.31,5.01,0.773,4.0,20.0,30.0,55.0,213.32,54.93,0.07,1142.41,1068.64,SUCCESS,fail,pass
sample_181,1.9673,2.0192,2.8525,84,2.9562,7.4819,23.8308,9.8765,5.317,17.4346,0.711,4.891,0.732,7.17,20.0,30.0,55.0,222.54,54.58,0.42,833.1,659.52,SUCCESS,fail,pass
sample_182,1.1214,1.1496,2.4718,113,2.5043,5.2104,17.3635,8.7636,5.2919,16.7658,1.016,7.623,0.966,8.73,20.0,30.0,55.0,235.17,53.65,1.35,650.36,504.13,SUCCESS,pass,pass
sample_183,1.4881,1.494,1.1807,153,2.6517,4.4931,13.469,5.7246,3.8425,11.3199,0.855,3.832,0.84,11.62,20.0,30.0,55.0,240.18,53.81,1.19,668.5,486.96,SUCCESS,pass,pass
sample_184,2.1069,2.131,2.3659,91,1.0049,7.1735,22.2648,6.3584,3.8858,11.0995,0.542,2.984,0.499,12.64,20.0,30.0,55.0,234.08,54.17,0.83,672.01,603.26,SUCCESS,pass,pass
sample_185,2.5815,2.6003,2.6461,78,1.6594,8.4832,26.0897,11.2566,11.8697,18.1691,1.399,4.329,0.696,7.08,20.0,30.0,55.0,214.18,54.85,0.15,904.89,814.85,SUCCESS,fail,pass
sample_186,2.993,2.9968,1.6534,88,1.7416,8.2112,23.8169,11.2257,11.2557,20.6353,1.371,3.746,0.866,7.03,20.0,30.0,55.0,212.27,54.9,0.1,1004.99,906.07,SUCCESS,fail,pass
sample_187,1.1674,1.1919,2.4295,113,1.9244,5.2527,17.4058,2.4326,4.2242,11.0279,0.804,2.041,0.634,15.64,20.0,30.0,55.0,244.42,45.97,9.03,493.46,434.47,SUCCESS,pass,pass
sample_188,1.8966,1.903,1.294,128,2.4066,5.4879,16.2169,12.3256,4.3642,12.4121,0.795,6.477,0.765,5.27,20.0,30.0,55.0,229.82,54.66,0.34,871.37,724.14,SUCCESS,fail,pass
sample_189,2.5158,2.5479,2.9084,75,1.3178,8.6661,26.9768,11.1824,8.7442,13.3211,1.009,4.389,0.494,7.5,20.0,30.0,55.0,217.81,54.81,0.19,873.22,798.77,SUCCESS,fail,pass
sample_190,2.6641,2.6863,0.8722,115,2.1806,6.6764,18.6182,13.2757,9.5181,6.3183,1.426,4.942,0.339,4.54,20.0,30.0,55.0,219.13,54.9,0.1,1081.17,962.85,SUCCESS,fail,pass
sample_191,2.0147,2.0488,2.8229,84,1.3793,7.5115,23.8604,6.5012,6.8418,19.7764,0.911,3.173,0.829,12.12,20.0,30.0,55.0,226.86,54.39,0.61,686.94,610.99,SUCCESS,pass,pass
sample_192,2.1504,2.1711,2.1365,95,1.1149,7.0013,21.4571,14.8851,5.1687,12.2633,0.738,6.856,0.572,4.0,20.0,30.0,55.0,224.4,54.77,0.23,881.11,813.19,SUCCESS,fail,pass
sample_193,1.4283,1.4479,1.7743,127,1.5983,5.061,15.8745,11.3722,2.7381,14.2578,0.541,7.854,0.898,7.03,20.0,30.0,55.0,236.72,53.94,1.06,706.67,599.54,SUCCESS,fail,pass
sample_194,1.5493,1.5574,1.4516,136,2.3628,4.9314,15.0292,4.4326,4.3862,12.3697,0.889,2.846,0.823,13.2,20.0,30.0,55.0,240.28,53.45,1.55,619.71,460.41,SUCCESS,pass,pass
sample_195,2.7839,2.8183,1.0422,106,0.6889,7.1473,20.103,15.3111,7.9276,10.825,1.109,5.433,0.538,4.0,20.0,30.0,55.0,217.29,54.91,0.09,1090.51,1053.28,SUCCESS,fail,pass
sample_196,1.3047,1.3124,2.0978,120,1.7806,5.1363,16.5805,9.3199,3.0414,12.25,0.592,7.101,0.739,8.9,20.0,30.0,55.0,238.36,53.66,1.34,650.09,533.55,SUCCESS,pass,pass
sample_197,0.9371,0.946,1.0027,210,2.9007,3.131,9.6706,3.6654,3.9594,9.5214,1.265,3.875,0.985,13.43,20.0,30.0,55.0,247.27,50.66,4.34,561.2,385.98,SUCCESS,pass,pass
sample_198,1.6368,1.6741,2.7739,92,2.6843,6.6618,21.589,9.6617,6.334,15.4422,0.951,5.771,0.715,7.65,20.0,30.0,55.0,227.0,54.45,0.55,760.66,602.64,SUCCESS,fail,pass
sample_199,1.776,1.7897,2.4731,96,0.8634,6.5695,20.8748,6.1814,6.9067,12.4662,1.051,3.454,0.597,12.96,20.0,30.0,55.0,234.52,54.17,0.83,613.89,566.69,SUCCESS,pass,pass
sample_200,2.768,2.7816,1.922,87,0.9149,8.056,23.8411,15.0851,10.604,7.9775,1.316,5.423,0.335,4.0,20.0,30.0,55.0,216.63,54.91,0.09,1003.14,951.04,SUCCESS,fail,pass
